supplier_reliability,transport_delay_days,geo_political_risk,weather_risk,inventory_level,currency_volatility,risk_score
0.7498160475389449,14,0.5809320532627977,0.20065101740376123,285,0.0548145202728022,0.49578788507072113
0.9802857225639665,11,0.08962633915494211,0.9946486415599979,105,0.017464718589632954,0.3664358004740979
0.8927975767245621,13,0.7176357859086295,0.089812154282774,456,0.029593202943661613,0.39639563586962967
0.8394633936788146,7,0.3999052068041562,0.002317547904813866,409,0.06638244748527251,0.30628955886627407
0.6624074561769746,2,0.9767252386625789,0.04416193617783126,444,0.09653027236303999,0.43543594352691317
0.662397808134481,7,0.8231740155956603,0.3417824047367617,159,0.00504167736022092,0.46666871184601816
0.6232334448672797,14,0.5224810405161183,0.6329063306784342,241,0.08903843208552661,0.6083219064630765
0.9464704583099741,4,0.12322265417216605,0.06902954088784963,441,0.057688120131120846,0.17042780089468013
0.8404460046972835,0,0.8594157932805891,0.00566581452956727,142,0.05639195667556238,0.3483078953754519
0.8832290311184182,6,0.7997810954240216,0.9370910284587948,399,0.05002785352077604,0.4389244661159344
0.608233797718321,4,0.184585129537033,0.8219266359399297,105,0.006939408590418339,0.375912292109655
0.9879639408647978,5,0.2952782892203101,0.809183171139031,109,0.008987685173616066,0.29743914453880854
0.9329770563201687,5,0.7934072581478373,0.8844242755019771,187,0.06009120056590861,0.4565886295162898
0.6849356442713105,7,0.18522844654740966,0.7000342727721044,88,0.034095857143555834,0.4113976137821884
0.6727299868828402,8,0.9177524891713773,0.10440412974808144,77,0.09172680665776807,0.5751653880686662
0.6733618039413735,1,0.4245274251963619,0.39910018807372305,98,0.04065905373594723,0.35719934973351325
0.721696897183815,8,0.08703896258765864,0.7231494864646295,469,0.01432814587026411,0.30040848454578095
0.8099025726528951,11,0.8157486435042809,0.2803344607915209,174,0.0714718833502036,0.5315509530010101
0.7727780074568463,14,0.3735096830383876,0.6874063641362376,62,0.029335342144100985,0.5152111795950151
0.7164916560792167,10,0.526499194153781,0.02449844826765235,85,0.05254703073558932,0.4616825509026791
0.8447411578889518,9,0.11230434441121917,0.3061373408795932,150,0.06978327855051701,0.3594355341540347
0.6557975442608167,8,0.002584014844982385,0.5491303362771727,331,0.09002641112020704,0.3891836511053424
0.7168578594140872,12,0.6379852057932976,0.6320898295062423,135,0.07921911948016762,0.5879677857652252
0.7465447373174766,9,0.5151751703337316,0.5770406644619108,53,0.06763610678727242,0.5138117861049668
0.7824279936868144,14,0.5935385691231472,0.6977562760734295,272,0.06796331823951436,0.5539849282321092
0.9140703845572055,9,0.7937438503805163,0.00608874823983907,387,0.09459246440320866,0.4223289939361342
0.6798695128633439,6,0.6466059134228601,0.10094119997752149,497,0.029582409749653607,0.3456368585729746
0.8056937753654446,0,0.17477344282737717,0.8689442522791451,215,0.00011120941961874077,0.23725219060337532
0.836965827544817,6,0.3607725191105998,0.6817486440901612,432,0.027195455939819868,0.3100350759075109
0.6185801650879991,9,0.9058911047877604,0.1129316426860113,393,0.0217891379626744,0.47008647366242784
0.8430179407605753,4,0.7699447002516789,0.8420744373985792,432,0.06618345851139983,0.4184077934067543
0.6682096494749166,5,0.5566370579367172,0.2422312178245669,425,0.0633711599765529,0.38012546517054474
0.6260206371941118,9,0.2556449978092723,0.4782598841952235,327,0.05934613827047239,0.4250949350936156
0.9795542149013333,6,0.30206050183479505,0.1451965128846603,179,0.0016243443209453701,0.22688983150597045
0.9862528132298237,13,0.7319580675856345,0.7101100564217067,80,0.07287780544506475,0.5517379139687486
0.9233589392465844,14,0.8511742608527708,0.6668544210142678,424,0.03235304124854915,0.49413232041322147
0.7218455076693483,4,0.6714246695306144,0.21111247116613618,60,0.06650559890066311,0.4466814609559285
0.6390688456025535,6,0.8095299757684418,0.8634007668570018,351,0.055657842850215335,0.5219832610088379
0.8736932106048627,8,0.766656135200406,0.4013060242197122,145,0.03427309254279072,0.443293625490051
0.7760609974958405,2,0.14970396795695773,0.2925150910707418,239,0.013457626710410776,0.21869829682679107
0.6488152939379115,7,0.423944812913302,0.15232958946453545,241,0.009441889766048095,0.35995255644712193
0.798070764044508,1,0.15298380082856267,0.26616801251553746,315,0.08315183331122236,0.25127749884846956
0.6137554084460873,10,0.2352355848019848,0.022026921223816998,473,0.09183975420815581,0.39569627409044167
0.9637281608315128,6,0.8692596246510526,0.5832574924561156,177,0.06497880467642995,0.4526380306027982
0.7035119926400067,12,0.47289196563318214,0.8422307463439479,287,0.010343411486048337,0.4806912814550776
0.8650089137415928,1,0.5353581018426609,0.5489804494416418,457,0.04020272168882408,0.26460304621237596
0.7246844304357644,14,0.17844596522777212,0.21927396192387572,404,0.07289392001051573,0.41897184678439514
0.8080272084711243,13,0.312271786048796,0.03366917821387272,477,0.07798208840100682,0.37932853422414936
0.8186841117373118,3,0.23024616842786993,0.21462807325880284,161,0.01182186222910886,0.2415286697193696
0.6739417822102108,6,0.20618616451842642,0.4161214280710923,365,3.071884538241587e-06,0.28766991293226957
0.9878338511058234,2,0.6379607933159701,0.7596114286997965,495,0.0712137045880605,0.3060835174561538
0.9100531293444458,1,0.2568838476457148,0.1878428525377741,392,0.03565961759862057,0.16773806691154053
0.9757995766256756,10,0.6320154860204185,0.7197914533546861,194,0.025448133161826026,0.42562383604700893
0.9579309401710595,9,0.058454614108553904,0.8669334683518837,114,0.001289746978952544,0.30949473458453386
0.8391599915244341,6,0.14177439352710186,0.45394684810835706,296,0.05402994067614997,0.2968315067350758
0.9687496940092467,0,0.2745402540001254,0.8214319916425933,272,0.08511507354259817,0.2771414153041086
0.6353970008207678,13,0.5970469168956917,0.5546573480350956,362,0.0957631646272588,0.5809525158970097
0.678393144967658,14,0.675841245087376,0.637090837080905,488,0.056574495061328924,0.5410005509632639
0.6180909155642152,7,0.4427169667795271,0.5262784603382027,155,0.05144613277398942,0.46952343082778386
0.7301321323053057,2,0.44579091457722897,0.46317271675134175,230,0.00850563854892411,0.30560812011457905
0.7554709158757927,11,0.7245168513986181,0.23465344177584935,233,0.054887280154259976,0.49668138651549737
0.7085396127095583,11,0.01582109176558244,0.30319405946104605,275,0.037997907896539465,0.35058631504955967
0.9314950036607718,12,0.34109002447422054,0.289970118943609,314,0.0607135280883577,0.3756800437793312
0.7427013306774357,1,0.8187070571192328,0.5632889309538147,327,0.038872634787654674,0.38406587343698534
0.7123738038749523,2,0.6032194102133722,0.11995369302388992,446,0.024029912345036677,0.28042368919428107
0.8170784332632994,4,0.3372271327554204,0.9167916907023351,138,0.009496527522837651,0.3492309264984988
0.6563696899899051,10,0.9055247923296739,0.7206551452831133,225,0.03149184445888958,0.5760847437894975
0.9208787923016158,7,0.7726227274493825,0.40144563091319363,67,0.009664483428775229,0.40800328765281973
0.6298202574719083,9,0.2648954472367334,0.15862414452637796,420,0.017689695082398395,0.3335851217408104
0.9947547746402069,6,0.6452898375257169,0.8819921697216359,473,0.09873361585795459,0.40296436794319956
0.908897907718663,6,0.5957507281889567,0.8237780901011652,450,0.04441035569066187,0.3632689380229709
0.6794862726136689,11,0.4011879140389827,0.7217215527171793,448,0.053187176650501655,0.4588176996125821
0.602208846849441,6,0.36695607920480067,0.27154704741124236,155,0.08736185287372154,0.4562451194009737
0.9261845713819337,14,0.34356047477570395,0.40244663743366893,320,0.09955689004906879,0.45332494399966305
0.8827429375390469,7,0.6171557833956468,0.10274825245242336,368,0.058271444934468154,0.3468878789304591
0.8916028672163949,0,0.4424099364806695,0.18903952472753172,216,0.08124738210441718,0.2779524617083858
0.9085081386743783,3,0.831863113251422,0.7830166373167329,62,0.03269410243366753,0.4324159472133118
0.6296178606936361,12,0.6696026161339619,0.7150387188506838,386,0.030574395744729112,0.5299134326484991
0.7433862914177091,5,0.06993160570943413,0.5934857629759347,81,0.040270372099456025,0.3410560487802903
0.6463476238100518,8,0.6401682238281661,0.8957267259261729,442,0.06725072626736492,0.5092194231492666
0.9452413703502374,12,0.2711474365001848,0.5832665178130454,89,0.06821916892550987,0.4394028969017802
0.8493192507310232,1,0.5928119916534227,0.4669679999636107,197,0.03152394346494508,0.31592069990601707
0.7323592099410596,0,0.6801319311034514,0.3403707463057627,267,0.01332099241366287,0.31027669028261146
0.6254233401144095,12,0.23082918915401207,0.9404485057361726,268,0.06323962564655086,0.5222233120166477
0.7243929286862648,9,0.45685864488036865,0.0827154615243535,131,0.012832586218876452,0.3889579827415061
0.7300733288106988,11,0.1903248628190678,0.9308873720608084,382,0.05784925082293301,0.44024762861628447
0.8918424713352257,13,0.05233887578650831,0.8267146599310183,257,0.0693422128056309,0.41686204588880005
0.8550229885420852,1,0.3784764234858691,0.1299299245357013,250,0.07006114963944517,0.26557586356089685
0.9548850970305306,6,0.362944271845992,0.5649843576752536,496,0.07534721106595968,0.29876897209352427
0.7888859700647797,2,0.995480490704257,0.8665479817490869,381,0.08728594215656646,0.48683771411955934
0.6478376983753207,9,0.44635235119764216,0.5718091636071537,477,0.049995899196478844,0.4266959762841264
0.885297914889198,1,0.3335695494722004,0.9071998215606223,87,0.07302491895295712,0.36080276987003335
0.9043140194467589,13,0.5804750067166746,0.9429838168160425,260,0.061917273536583675,0.5223497840608285
0.8245108790277985,10,0.08876739410776846,0.4223845221843059,493,0.018663993979768256,0.26603599464474637
0.9083868719818244,6,0.9616657359548132,0.3773136614063236,376,0.002568964486940817,0.36491741622398854
0.7975182385457563,12,0.6349600455910331,0.9363211539691568,298,0.02845413856769338,0.5102227915190888
0.8090931317527976,12,0.7548378199408478,0.6751400611496681,276,0.04430337063376194,0.5248570012110592
0.7710164073434198,1,0.17047793817391754,0.11602268134816929,97,0.061710594442865634,0.27003686134277344
0.610167650697638,2,0.4094778530052039,0.042291749222681196,67,0.08499593305032055,0.4013370500310048
0.6431565707973218,10,0.42268911339618953,0.5646290509972631,449,0.019624571670616566,0.4112116615437175
0.6125716742746937,6,0.8218064439010868,0.9301709654384246,488,0.01255497898984771,0.46856186203149947
0.8545641645055122,13,0.0012366797594094425,0.8442487024058184,344,0.09634799474743276,0.4291842849215762
0.7257423924305306,3,0.30085310835325507,0.6758477464643364,245,0.010804455937640713,0.3118371345255662
0.8034282764658811,12,0.9812363743443039,0.13911584889108752,236,0.04784910701071892,0.5297794838289241
0.9630265895704372,13,0.4748865435062186,0.2542313837486956,394,0.05855637287933019,0.38458217641764564
0.69971689165955,0,0.38252628024400825,0.8755112265526162,273,0.05413744209074383,0.3536787532969421
0.7641531692142519,12,0.11982900201764635,0.18280723665690046,367,0.008603215703294321,0.3082037890082381
0.9022204554172195,13,0.9741646286280156,0.27843940825043456,446,0.005702691400361937,0.441846754659176
0.6915192661966489,4,0.02002635592582447,0.12960065119544195,414,0.010548342746103568,0.19059123252515128
0.6307919639315172,11,0.7371802250072431,0.6761082314144111,386,0.058558768387261255,0.5538347140173625
0.7159005811655071,8,0.7685998047885084,0.9439823053632096,278,0.05443448876343211,0.5388491725744693
0.6644885149016018,7,0.24365671606386663,0.26896803159538596,439,0.023374079203674427,0.3051890044388391
0.9718790609370292,11,0.6715584436130373,0.4754066078500737,126,0.06377741418455916,0.47553271207773185
0.9232481518257668,14,0.09292914437938993,0.6343397397112043,237,0.08200675020556494,0.4263187741715
0.8533615026041694,8,0.25704726643207987,0.9994662482156307,395,0.004157895984659377,0.32717218997805425
